,df_index,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker,age
3287,54557,Chong-nam,4001.0,4,male,1934,2,1,non-religious,0,0,no_intention_to_work,84
3288,54571,Chong-nam,745.0,1,male,1947,3,2,non-religious,0,0,no_intention_to_work,71
3289,54597,Kyeong-gi,5246.0,4,male,1979,5,1,non-religious,922,1,employed,39
3290,54616,Chong-nam,944.0,1,female,1934,2,2,non-religious,0,0,no_intention_to_work,84
3291,54630,Chong-nam,938.0,2,male,1933,3,1,non-religious,0,0,nursing,85
3292,54644,Chong-nam,987.0,1,female,1937,3,2,religious,0,0,no_intention_to_work,81
3293,54665,Chong-nam,2713.0,2,female,1942,2,2,religious,0,0,no_intention_to_work,76
3294,54679,Chong-nam,687.0,1,female,1939,3,2,non-religious,0,0,no_intention_to_work,79
3295,54693,Chong-nam,1015.0,1,female,1935,2,2,non-religious,0,0,no_intention_to_work,83
3296,54707,Chong-nam,1428.0,2,male,1930,3,2,non-religious,0,0,no_intention_to_work,88
3297,54721,Chong-nam,1979.0,1,female,1954,3,3,religious,941,3,employed,64
3298,54723,Chong-nam,2021.0,1,male,1996,5,5,non-religious,0,0,employed,22
3299,54747,Chong-nam,1852.0,2,male,1935,3,1,non-religious,611,1,employed,83
3300,54761,Chong-nam,5754.0,2,male,1978,6,1,non-religious,930,9,employed,40
3301,54780,Chong-nam,5910.0,4,male,1947,3,1,religious,441,1,employed,71
3302,54803,Chong-nam,3491.0,2,female,1971,5,3,religious,0,0,house_worker,47
3303,54818,Chong-nam,4354.0,1,male,1971,7,3,religious,139,3,employed,47
3304,54832,Chong-nam,2695.0,1,female,1978,5,5,non-religious,0,0,giving_up_economic_activities,40
3305,54846,Chong-nam,699.0,1,male,1947,3,3,religious,0,0,no_intention_to_work,71
3306,54860,Chong-nam,3351.0,1,male,1973,5,3,non-religious,875,3,employed,45
3307,54874,Chong-nam,3628.0,3,male,1958,5,1,non-religious,0,0,employed,60
3308,54888,Chong-nam,4513.0,3,male,1940,4,1,non-religious,0,0,no_intention_to_work,78
3309,54902,Chong-nam,1555.0,2,female,1974,5,2,non-religious,0,0,house_worker,44
3310,54916,Kyong-buk,5464.0,2,female,1960,5,1,non-religious,0,0,house_worker,58
3311,54950,Chong-nam,5874.0,2,male,1962,6,1,religious,862,7,employed,56
3312,54952,Seoul,2504.0,1,male,1990,5,5,non-religious,283,6,employed,28
3313,54979,Chong-nam,3437.0,2,male,1952,5,1,religious,942,6,employed,66
3314,54992,Chong-nam,8083.0,4,male,1978,6,1,non-religious,853,5,employed,40
3315,55002,Chong-nam,9352.0,3,male,1983,7,1,non-religious,821,7,employed,35
3316,55021,Chong-nam,10535.0,4,male,1974,5,1,religious,312,10,employed,44
3317,55024,Chong-nam,1210.0,1,female,1941,2,2,religious,941,9,employed,77
3318,55038,Chong-nam,5316.0,2,male,1954,4,1,non-religious,942,10,employed,64
3319,55061,Chong-nam,1888.0,2,female,1968,5,3,non-religious,0,0,house_worker,50
3320,55075,Chong-nam,4914.0,2,male,1949,5,1,non-religious,0,0,no_intention_to_work,69
3321,55088,Chong-nam,11181.0,3,male,1977,6,1,religious,320,10,employed,41
3322,55109,Chong-nam,3004.0,1,female,1982,7,5,non-religious,0,0,no_intention_to_work,36
3323,55131,Chong-nam,3955.0,2,male,1946,5,1,non-religious,0,0,no_intention_to_work,72
3324,55141,Gang-won & Chung-buk,11320.0,3,male,1979,7,1,non-religious,252,10,employed,39
3325,55155,Chong-nam,5751.0,2,male,1961,4,1,non-religious,873,6,employed,57
3326,55162,Chong-nam,5436.0,1,female,1990,8,5,non-religious,222,6,employed,28
3327,55164,Chong-nam,983.0,1,female,1992,6,5,non-religious,0,0,prepare_to_apply_job,26
3328,55178,Chong-nam,12133.0,4,male,1966,7,1,non-religious,121,10,employed,52
3329,55192,Chong-nam,6990.0,5,male,1970,5,1,non-religious,312,4,employed,48
3330,55206,Chong-nam,2720.0,2,male,1942,4,1,non-religious,611,1,employed,76
3331,55220,Chong-nam,1879.0,1,male,1952,5,2,non-religious,0,0,no_intention_to_work,66
3332,55246,Chong-nam,2636.0,3,male,1941,7,1,religious,873,2,employed,77
3333,55260,Chong-nam,1317.0,2,male,1940,4,1,religious,999,9,employed,78
3334,55274,Chong-nam,3456.0,1,male,1934,5,2,religious,0,0,no_intention_to_work,84
3335,55288,Chong-nam,3858.0,2,male,1945,5,1,non-religious,0,0,no_intention_to_work,73
3336,55302,Chong-nam,828.0,1,male,1938,3,2,non-religious,0,0,not_capable,80
3337,55315,Kyeong-gi,4020.0,3,male,1969,5,3,religious,930,2,employed,49
3338,55331,Chong-nam,2980.0,2,male,1949,3,1,non-religious,611,1,employed,69
3339,55341,Chong-nam,9076.0,4,male,1979,5,1,non-religious,821,3,employed,39
3340,55355,Chong-nam,1732.0,2,male,1944,2,1,non-religious,611,1,employed,74
3341,55369,Chong-nam,2273.0,2,male,1934,7,1,non-religious,611,1,employed,84
3342,55383,Chong-nam,1445.0,1,female,1939,3,2,non-religious,0,0,no_intention_to_work,79
3343,55397,Chong-nam,5886.0,3,male,1954,6,1,religious,611,1,employed,64
3344,55411,Chong-nam,5266.0,3,male,1952,3,1,non-religious,611,1,employed,66
3345,55435,Chong-nam,8089.0,3,male,1947,3,1,non-religious,611,1,employed,71
3346,55449,Chong-nam,1771.0,2,male,1937,4,1,religious,611,1,employed,81
3347,55463,Chong-nam,1173.0,2,female,1938,2,2,religious,0,0,no_intention_to_work,80
3348,55477,Chong-nam,1755.0,2,male,1936,3,1,non-religious,611,1,employed,82
3349,55491,Chong-nam,1226.0,1,male,1934,3,2,non-religious,611,1,employed,84
3350,55505,Chong-nam,2919.0,2,male,1949,3,1,non-religious,611,1,employed,69
3351,55519,Chong-nam,935.0,2,male,1939,3,1,non-religious,611,1,employed,79
3352,55533,Chong-nam,16243.0,5,male,1965,5,1,religious,235,10,employed,53
3353,55547,Chong-nam,2606.0,1,male,1956,5,5,religious,613,1,employed,62
3354,55578,Chong-nam,2161.0,2,male,1940,4,1,non-religious,611,1,employed,78
3355,55600,Chong-nam,1135.0,1,female,1934,3,2,religious,941,9,employed,84
3356,55614,Chong-nam,674.0,1,female,1943,3,2,non-religious,941,7,employed,75
3357,55628,Chong-nam,9182.0,3,male,1956,5,1,religious,611,1,employed,62
3358,55642,Chong-nam,4659.0,2,male,1956,4,1,non-religious,851,1,employed,62
3359,55656,Chong-nam,4449.0,1,female,1965,6,5,religious,521,1,employed,53
3360,55681,Chong-nam,4175.0,4,male,1981,7,1,non-religious,0,0,prepare_to_apply_job,37
3361,55697,Chong-nam,8162.0,5,male,1966,7,1,non-religious,311,10,employed,52
3362,55732,Chong-nam,6276.0,2,male,1947,5,1,religious,611,1,employed,71
3363,55746,Chong-nam,10750.0,2,male,1964,5,1,religious,782,1,employed,54
3364,55755,Seoul,3274.0,1,male,1988,7,5,non-religious,441,2,employed,30
3365,55762,Gang-won & Chung-buk,5650.0,4,male,1991,5,1,non-religious,521,2,employed,27
3366,55776,Chong-nam,2888.0,1,female,1949,4,2,religious,421,2,employed,69
3367,55790,Chong-nam,3654.0,2,male,1952,4,1,non-religious,611,1,employed,66
3368,55801,Chong-nam,6408.0,4,male,1979,5,1,non-religious,854,10,employed,39
3369,55826,Chong-nam,6100.0,2,male,1958,3,1,religious,0,0,giving_up_economic_activities,60
3370,55836,Chong-nam,7272.0,2,male,1985,6,1,religious,743,4,employed,33
3371,55850,Chong-nam,15110.0,2,male,1952,4,1,non-religious,710,1,employed,66
3372,55859,Chong-nam,10974.0,3,male,1982,7,1,religious,313,2,employed,36
3373,55873,Chong-nam,2344.0,2,male,1945,4,1,non-religious,613,1,employed,73
3374,55887,Chong-nam,962.0,1,female,1942,3,2,religious,941,3,employed,76
3375,55901,Chong-nam,1879.0,1,male,1954,3,5,non-religious,422,1,employed,64
3376,55928,Chong-nam,9010.0,4,male,1974,5,1,religious,922,1,employed,44
3377,55942,Chong-nam,387.0,1,female,1940,3,2,non-religious,0,0,no_intention_to_work,78
3378,55973,Chong-nam,3924.0,1,male,1976,5,5,religious,873,10,employed,42
3379,55987,Chong-nam,516.0,1,female,1936,2,2,religious,941,3,employed,82
3380,56001,Chong-nam,24755.0,5,male,1958,5,1,non-religious,762,1,employed,60
3381,56021,Chong-nam,1836.0,2,male,1939,3,1,non-religious,611,1,employed,79
3382,56058,Chong-nam,3188.0,2,male,1953,4,5,non-religious,613,1,employed,65
3383,56103,Chong-nam,3213.0,2,male,1938,4,1,non-religious,611,1,employed,80
3384,56120,Chong-nam,828.0,1,male,1942,3,5,religious,0,0,no_intention_to_work,76
3385,56142,Chong-nam,647.0,1,female,1934,3,2,religious,0,0,no_intention_to_work,84
3386,56171,Chong-nam,6215.0,4,male,1963,4,1,non-religious,751,1,employed,55
3387,56182,Chong-nam,8895.0,4,male,1966,5,1,religious,854,8,employed,52
3388,56193,Chong-nam,9154.0,4,male,1971,5,1,non-religious,311,10,employed,47
3389,56216,Chong-nam,12398.0,4,male,1974,7,1,religious,411,10,employed,44
3390,56255,Chong-nam,7950.0,4,male,1976,7,1,religious,252,10,employed,42
3391,56280,Chong-nam,6811.0,4,male,1971,7,1,religious,862,7,employed,47
3392,56294,Chong-nam,8462.0,5,male,1964,4,1,non-religious,941,2,employed,54
3393,56311,Chong-nam,2202.0,3,male,1947,5,1,non-religious,0,0,not_capable,71
3394,56326,Chong-nam,6893.0,2,male,1942,3,1,religious,611,1,employed,76
3395,56333,Chong-nam,5259.0,5,male,1979,5,1,religious,611,1,employed,39
3396,56347,Chong-nam,1629.0,2,male,1932,3,1,religious,611,1,employed,86
3397,56361,Chong-nam,1843.0,2,female,1940,2,1,religious,611,1,employed,78
3398,56375,Chong-nam,1149.0,1,female,1931,3,2,non-religious,0,0,no_intention_to_work,87
3399,56389,Chong-nam,3038.0,4,female,1940,2,2,religious,0,0,no_intention_to_work,78
3400,56403,Chong-nam,7227.0,2,male,1954,5,1,non-religious,611,1,employed,64
3401,56418,Chong-nam,6629.0,4,male,1953,3,1,non-religious,611,1,employed,65
3402,56432,Chong-nam,2225.0,2,female,1942,2,2,non-religious,611,1,employed,76
3403,56435,Chong-nam,980.0,1,female,1973,5,3,non-religious,0,0,no_intention_to_work,45
3404,56450,Chong-nam,5905.0,1,female,1960,3,2,non-religious,611,1,employed,58
3405,56464,Chong-nam,659.0,1,female,1932,3,2,non-religious,0,0,not_capable,86
3406,56478,Chong-nam,2201.0,2,male,1938,3,1,non-religious,611,1,employed,80
3407,56492,Chong-nam,2030.0,1,female,1938,3,2,religious,611,1,employed,80
3408,56506,Chong-nam,1126.0,1,male,1981,5,5,non-religious,0,0,employed,37
3409,56533,Chong-nam,859.0,1,female,1940,2,2,non-religious,0,0,no_intention_to_work,78
3410,56567,Chong-nam,449.0,1,female,1935,2,2,religious,0,0,no_intention_to_work,83
3411,56581,Chong-nam,713.0,1,female,1952,3,2,non-religious,0,0,no_intention_to_work,66
3412,56595,Seoul,2371.0,1,female,1940,3,2,religious,0,0,no_intention_to_work,78
3414,56623,Chong-nam,2166.0,2,male,1945,4,1,religious,611,1,employed,73
3415,56635,Chong-nam,8727.0,4,male,1977,7,1,religious,753,10,employed,41
3416,56646,Chong-nam,5332.0,1,male,1979,7,5,non-religious,791,1,employed,39
3417,56660,Chong-nam,2418.0,2,male,1954,7,1,religious,521,1,employed,64
3418,56678,Chong-nam,2491.0,2,male,1954,5,1,non-religious,141,2,employed,64
3419,56702,Chong-nam,2519.0,2,male,1935,5,1,non-religious,0,0,no_intention_to_work,83
3420,56709,Chong-nam,6295.0,1,female,1956,5,3,non-religious,422,1,employed,62
3421,56723,Chong-nam,5814.0,2,male,1944,3,2,non-religious,0,0,no_intention_to_work,74
3422,56734,Chong-nam,6903.0,2,male,1978,7,1,non-religious,313,4,employed,40
3423,56748,Chong-nam,2696.0,1,female,1939,2,2,religious,941,1,employed,79
3424,56762,Chong-nam,2452.0,2,male,1939,4,1,religious,0,0,no_intention_to_work,79
3425,56776,Chong-nam,2465.0,2,male,1942,5,1,non-religious,999,7,employed,76
3426,56790,Chong-nam,3150.0,2,male,1941,5,1,religious,0,0,not_capable,77
3427,56804,Chong-nam,1241.0,2,male,1938,5,1,religious,0,0,no_intention_to_work,80
3428,56825,Chong-nam,1188.0,1,female,1930,3,2,non-religious,0,0,not_capable,88
3429,56865,Chong-nam,3962.0,3,male,1968,5,1,non-religious,312,4,employed,50
3430,56868,Chong-nam,1784.0,1,female,1995,7,5,non-religious,245,3,employed,23
3431,56882,Chong-nam,6480.0,7,female,1954,3,2,religious,611,1,employed,64
3432,56896,Chong-nam,1740.0,3,male,1937,4,1,non-religious,0,0,no_intention_to_work,81
3433,56910,Chong-nam,4713.0,2,male,1948,4,1,religious,0,0,no_intention_to_work,70
3434,56924,Gang-won & Chung-buk,4305.0,3,male,1950,5,1,non-religious,611,1,employed,68
3435,56936,Chong-nam,4882.0,4,male,1981,7,1,non-religious,259,1,employed,37
3436,56946,Kyeong-gi,5655.0,4,male,1981,6,1,non-religious,313,3,employed,37
3437,56964,Chong-nam,859.0,1,female,1951,4,2,religious,0,0,no_intention_to_work,67
3438,56978,Chong-nam,2980.0,2,male,1941,3,1,non-religious,611,1,employed,77
3439,57002,Chong-nam,4129.0,2,male,1958,7,3,non-religious,942,10,employed,60
3440,57016,Chong-nam,1703.0,2,male,1943,4,1,religious,0,0,no_intention_to_work,75
3442,57052,Chong-nam,753.0,1,female,1937,4,2,religious,0,0,no_intention_to_work,81
3443,57066,Chong-nam,882.0,1,female,1928,3,2,non-religious,0,0,no_intention_to_work,90
3444,57093,Chong-nam,1041.0,1,female,1938,2,2,religious,0,0,no_intention_to_work,80
3445,57107,Chong-nam,903.0,1,female,1937,2,2,non-religious,611,1,employed,81
3446,57121,Chong-nam,801.0,1,female,1936,2,2,non-religious,0,0,no_intention_to_work,82
3447,57148,Chong-nam,4250.0,3,female,1934,3,1,religious,0,0,not_capable,84
3448,57162,Chong-nam,4001.0,4,male,1974,4,5,non-religious,941,5,employed,44
3449,57176,Chong-nam,1179.0,2,male,1933,3,1,non-religious,0,0,no_intention_to_work,85
3450,57190,Chong-nam,1397.0,1,female,1947,3,2,non-religious,611,1,employed,71
3451,57204,Chong-nam,914.0,1,female,1939,3,2,non-religious,611,1,employed,79
3452,57218,Chong-nam,866.7,1,female,1930,2,2,non-religious,0,0,no_intention_to_work,88
3453,57232,Chong-nam,2169.0,2,male,1937,3,1,non-religious,611,1,employed,81
3454,57246,Chong-nam,2116.0,2,male,1953,3,1,non-religious,611,1,employed,65
3455,57260,Chong-nam,1607.0,2,male,1937,3,1,non-religious,0,0,not_capable,81
3456,57274,Chong-nam,2260.0,2,male,1942,3,1,religious,611,1,employed,76
3457,57288,Chong-nam,2341.0,2,male,1945,5,1,non-religious,611,1,employed,73
3458,57312,Chong-nam,4983.0,3,female,1935,2,2,non-religious,941,7,employed,83
3459,57326,Chong-nam,1893.0,2,male,1940,3,1,non-religious,611,1,employed,78
3460,57337,Chong-nam,1153.0,1,female,1939,3,2,religious,611,1,employed,79
3461,57351,Chong-nam,1110.0,1,female,1942,3,2,non-religious,941,9,employed,76
3462,57384,Kyeong-gi,11558.0,4,male,1969,6,1,non-religious,312,10,employed,49
3463,57398,Jeju,11748.0,5,male,1972,7,1,non-religious,236,9,employed,46
3464,57412,Chong-nam,10700.0,5,male,1972,7,1,non-religious,235,10,employed,46
3465,57448,Kyeong-gi,13000.0,4,male,1972,8,1,religious,235,10,employed,46
3466,57467,Kyeong-gi,8959.0,3,male,1971,7,1,non-religious,232,9,employed,47
3467,57481,Chong-nam,2946.0,4,male,1966,4,1,religious,611,1,employed,52
3468,57486,Chong-nam,7224.0,3,male,1989,6,1,non-religious,312,7,employed,29
3469,57489,Kyeong-gi,1273.0,1,female,1994,6,5,non-religious,245,3,employed,24
3470,57503,Chong-nam,11832.0,6,male,1939,3,1,religious,611,1,employed,79
3471,57517,Chong-nam,2661.0,2,male,1947,2,1,non-religious,611,1,employed,71
3472,57527,Chong-nam,3539.0,1,male,1980,7,3,non-religious,952,2,employed,38
3473,57530,Chong-nam,4748.0,4,male,1982,5,1,non-religious,743,3,employed,36
3474,57544,Chong-nam,3340.0,2,male,1946,5,1,religious,611,1,employed,72
3475,57558,Chong-nam,2744.0,2,male,1935,5,1,religious,611,1,employed,83
3476,57572,Gang-won & Chung-buk,4132.0,3,male,1968,5,1,religious,991,9,employed,50
3477,57586,Chong-nam,2752.0,2,male,1945,3,1,religious,0,0,no_intention_to_work,73
3478,57600,Chong-nam,14247.0,3,male,1968,6,1,non-religious,510,3,employed,50
3479,57616,Kyeong-gi,6700.0,5,male,1970,5,1,non-religious,873,1,employed,48
3480,57635,Chong-nam,1099.0,4,female,1938,2,2,non-religious,0,0,not_capable,80
3481,57649,Chong-nam,1943.0,3,male,1956,5,1,religious,611,1,employed,62
3482,57652,Chong-nam,2344.0,1,female,1987,6,5,non-religious,245,2,employed,31
3483,57666,Chong-nam,4856.0,3,male,1958,4,1,religious,873,1,employed,60
3484,57680,Chong-nam,1101.0,1,male,1959,4,2,non-religious,0,0,employed,59
3485,57694,Chong-nam,2735.0,1,female,1940,3,2,religious,611,1,employed,78
3486,57708,Chong-nam,3123.0,2,male,1971,5,5,religious,873,3,employed,47
3487,57722,Chong-nam,1324.0,1,female,1936,3,2,religious,0,0,no_intention_to_work,82
3488,57736,Chong-nam,1624.0,2,male,1925,2,2,religious,0,0,not_capable,93
3489,57785,Jeju,4923.0,2,male,1944,7,1,non-religious,0,0,no_intention_to_work,74
3490,57807,Jeju,9408.0,4,male,1967,7,1,religious,320,10,employed,51
3491,57821,Jeju,15200.0,4,male,1964,7,1,religious,312,10,employed,54
3492,57836,Jeju,9191.0,5,male,1941,5,1,non-religious,0,0,no_intention_to_work,77
3493,57850,Jeju,848.0,1,female,1935,3,2,religious,0,0,no_intention_to_work,83
3494,57864,Jeju,940.0,1,female,1941,4,2,religious,0,0,no_intention_to_work,77
3495,57878,Jeju,6245.0,5,male,1970,5,1,non-religious,521,2,employed,48
3496,57911,Jeju,5698.0,1,female,1960,8,5,religious,133,3,employed,58
3497,57931,Jeju,2912.0,2,male,1945,3,1,non-religious,873,1,employed,73
3498,57941,Jeju,9950.0,4,male,1976,9,1,religious,311,10,employed,42
3499,57955,Jeju,1282.0,2,male,1950,7,1,non-religious,0,0,no_intention_to_work,68
3500,57969,Jeju,5939.0,4,male,1966,7,1,non-religious,730,1,employed,52
3501,57970,Chong-nam,2400.0,1,female,1993,7,5,non-religious,311,10,employed,25
3502,57984,Jeju,11054.0,4,male,1961,7,1,non-religious,320,10,employed,57
3503,57994,Jeju,1412.0,1,female,1946,7,2,non-religious,0,0,no_intention_to_work,72
3504,58014,Kyong-buk,787.0,1,female,1944,3,2,religious,0,0,no_intention_to_work,74
3505,58070,Jeju,9544.0,4,male,1963,7,1,religious,873,3,employed,55
3506,58084,Jeju,7020.0,3,male,1963,7,1,religious,510,3,employed,55
3507,58095,Chong-nam,13891.0,4,male,1974,7,1,non-religious,151,10,employed,44
3508,58134,Jeju,1857.0,2,male,1941,3,1,religious,999,3,employed,77
3509,58144,Jeju,7324.0,4,male,1978,7,1,religious,823,1,employed,40
3510,58158,Jeju,1394.0,2,female,1968,5,3,non-religious,613,1,employed,50
3511,58161,Jeju,2082.0,1,female,1993,7,5,non-religious,259,2,employed,25
3512,58175,Jeju,5559.0,4,female,1974,5,3,non-religious,399,3,employed,44
3513,58189,Jeju,2586.0,2,male,1968,5,3,non-religious,611,1,employed,50
3514,58203,Jeju,4321.0,2,female,1942,2,2,religious,952,1,employed,76
3515,58217,Jeju,7731.0,5,male,1970,5,1,religious,312,3,employed,48
3516,58231,Kyong-buk,1792.0,1,female,1948,2,4,non-religious,930,2,employed,70
3517,58245,Jeju,2622.0,1,female,1958,5,2,non-religious,941,8,employed,60
3518,58268,Jeju,23600.0,5,male,1967,7,1,non-religious,312,10,employed,51
3519,58295,Chong-nam,928.0,1,male,1951,4,3,religious,0,0,no_intention_to_work,67
3520,58309,Jeju,854.0,1,female,1942,3,2,non-religious,0,0,no_intention_to_work,76
3521,58325,Jeju,5838.0,3,male,1975,5,1,non-religious,922,2,employed,43
3522,58339,Jeju,1559.0,2,male,1938,4,1,non-religious,0,0,no_intention_to_work,80
3523,58353,Jeju,945.0,1,female,1937,2,2,non-religious,0,0,no_intention_to_work,81
3524,58367,Jeju,1351.0,2,male,1942,4,1,religious,0,0,no_intention_to_work,76
3525,58381,Jeju,744.0,1,female,1937,3,2,non-religious,0,0,no_intention_to_work,81
3526,58407,Jeju,675.0,1,male,1922,4,2,non-religious,0,0,no_intention_to_work,96
3527,58421,Gang-won & Chung-buk,787.0,1,male,1961,4,5,non-religious,0,0,no_intention_to_work,57
3528,58435,Jeju,13776.0,6,male,1968,7,1,religious,873,1,employed,50
3529,58449,Jeju,4084.0,2,male,1972,5,1,religious,431,1,employed,46
3530,58465,Kyeong-gi,6133.0,3,male,1976,7,1,religious,510,1,employed,42
3531,58497,Jeju,3516.0,3,female,1982,5,3,non-religious,246,1,employed,36
3532,58525,Jeju,8744.0,3,male,1958,4,1,non-religious,841,1,employed,60
3533,58552,Kyoung-nam,7710.0,4,male,1979,7,1,non-religious,761,2,employed,39
3534,58569,Jeju,711.0,1,female,1931,3,2,religious,0,0,no_intention_to_work,87
3535,58583,Jeju,2753.0,2,male,1960,5,1,non-religious,873,5,employed,58
3536,58593,Jeju,3170.0,2,female,1964,5,3,religious,941,3,employed,54
3537,58615,Chong-nam,6071.0,5,male,1976,7,1,non-religious,0,0,prepare_to_apply_job,42
3538,58629,Jeju,6171.0,1,male,1972,5,3,non-religious,782,1,employed,46
3539,58633,Jeju,1460.0,1,female,1992,5,5,non-religious,399,3,employed,26
3540,58647,Jeju,1081.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
3541,58661,Kyong-buk,2183.0,1,female,1953,5,3,religious,0,0,no_intention_to_work,65
3542,58675,Jeju,4181.0,4,male,1969,5,1,non-religious,761,1,employed,49
3543,58700,Jeju,1271.0,1,male,1951,5,4,religious,0,0,no_intention_to_work,67
3544,58714,Seoul,1441.0,1,female,1951,2,3,religious,0,0,no_intention_to_work,67
3545,58756,Jeju,673.0,2,female,1945,3,1,religious,0,0,no_intention_to_work,73
3546,58770,Jeju,1287.0,2,male,1936,3,1,non-religious,0,0,no_intention_to_work,82
3547,58794,Jeju,1168.0,2,male,1932,3,1,non-religious,0,0,nursing,86
3548,58819,Jeju,3551.0,4,male,1968,5,1,non-religious,999,1,employed,50
3549,58833,Jeju,962.0,1,male,1967,5,3,religious,0,0,no_intention_to_work,51
3550,58847,Jeju,3445.0,2,male,1945,8,1,non-religious,0,0,no_intention_to_work,73
3551,58861,Jeju,2119.0,3,male,1949,3,1,religious,0,0,giving_up_economic_activities,69
3552,58875,Jeju,748.0,1,female,1941,3,2,religious,941,3,employed,77
3553,58891,Jeju,8759.0,5,male,1965,5,1,religious,312,2,employed,53
3554,58896,Jeju,471.0,1,female,1943,2,2,religious,0,0,no_intention_to_work,75
3555,58911,Jeju,2528.0,1,female,1979,6,5,religious,313,2,employed,39
3556,58925,Jeju,7258.0,4,male,1940,5,1,non-religious,242,1,employed,78
3557,58939,Jeju,1813.0,1,female,1941,4,2,religious,521,1,employed,77
3558,58954,Jeju,3490.0,3,male,1953,4,1,religious,0,0,no_intention_to_work,65
3559,58968,Jeju,7011.0,3,male,1952,3,1,religious,823,1,employed,66
3560,58977,Seoul,20077.0,4,male,1984,7,1,non-religious,272,10,employed,34
3561,58991,Jeju,8401.0,3,male,1960,4,1,non-religious,521,1,employed,58
3562,58993,Jeju,4619.0,3,male,1986,6,1,non-religious,149,4,employed,32
3563,59007,Jeju,1438.0,2,male,1955,4,1,religious,521,1,employed,63
3564,59020,Kyeong-gi,14962.0,4,male,1983,5,1,non-religious,862,10,employed,35
3565,59045,Jeju,5974.0,2,female,1960,4,1,non-religious,442,1,employed,58
3566,59070,Jeju,2642.0,2,male,1936,3,1,non-religious,0,0,no_intention_to_work,82
3567,59097,Jeju,2288.0,2,male,1931,3,1,non-religious,0,0,no_intention_to_work,87
3568,59116,Jeju,2428.0,1,female,1941,5,2,religious,0,0,no_intention_to_work,77
3569,59130,Jeju,7101.0,5,male,1959,5,1,religious,823,1,employed,59
3570,59139,Seoul,4804.0,2,male,1985,7,1,non-religious,521,1,employed,33
3571,59160,Jeju,7637.0,2,male,1946,4,1,religious,611,1,employed,72
3572,59174,Kyoung-nam,1170.0,2,male,1930,3,1,non-religious,0,0,no_intention_to_work,88
3573,59188,Jeju,702.0,1,female,1947,2,2,non-religious,0,0,no_intention_to_work,71
3574,59210,Jeju,7206.0,3,female,1959,5,1,religious,442,1,employed,59
3575,59221,Jeju,9276.0,4,male,1983,6,1,non-religious,753,10,employed,35
3576,59235,Jeju,8026.0,3,male,1963,5,1,non-religious,910,4,employed,55
3577,59261,Jeju,5383.0,3,male,1951,5,1,religious,910,3,employed,67
3578,59275,Jeju,5536.0,5,male,1970,8,1,religious,248,1,employed,48
3579,59296,Jeju,1074.0,1,female,1962,5,2,religious,999,1,employed,56
3580,59327,Jeju,6620.0,4,male,1973,6,1,non-religious,412,7,employed,45
3581,59341,Jeju,1097.0,1,female,1937,3,2,non-religious,0,0,no_intention_to_work,81
3582,59355,Jeju,609.0,1,female,1942,3,2,non-religious,0,0,no_intention_to_work,76
3583,59369,Jeju,2092.0,2,male,1944,5,1,non-religious,0,0,no_intention_to_work,74
3584,59384,Jeju,1876.0,2,male,1939,2,1,non-religious,611,1,employed,79
3585,59391,Jeju,4744.0,3,male,1976,5,1,non-religious,841,6,employed,42
3586,59405,Jeju,8976.0,3,male,1961,5,1,non-religious,873,6,employed,57
3587,59407,Jeju,4163.0,3,male,1980,7,1,non-religious,234,2,employed,38
3588,59425,Jeju,1218.0,1,female,1941,3,2,religious,0,0,no_intention_to_work,77
3589,59439,Jeju,959.0,1,female,1944,2,2,religious,0,0,no_intention_to_work,74
3590,59453,Jeju,1950.0,2,female,1938,3,2,non-religious,611,1,employed,80
3591,59480,Jeju,3856.0,2,male,1941,5,1,non-religious,611,1,employed,77
3592,59494,Jeju,1997.0,2,male,1935,7,1,non-religious,0,0,no_intention_to_work,83
3593,59508,Jeju,1471.0,1,female,1938,4,2,non-religious,0,0,no_intention_to_work,80
3594,59522,Jeju,1543.0,1,female,1953,3,2,non-religious,0,0,no_intention_to_work,65
3595,59536,Jeju,1462.0,2,male,1936,5,1,non-religious,611,1,employed,82
3596,59559,Jeju,1395.0,1,female,1934,2,2,religious,0,0,no_intention_to_work,84
3597,59573,Jeju,4286.0,3,male,1958,3,1,non-religious,710,7,employed,60
3598,59587,Jeju,4393.0,3,male,1949,7,1,religious,611,1,employed,69
3599,59601,Jeju,873.0,1,female,1956,3,2,non-religious,0,0,no_intention_to_work,62
3600,59615,Jeju,6613.0,5,male,1971,5,1,religious,510,7,employed,47
3601,59629,Chong-nam,1979.0,5,male,1967,5,1,non-religious,874,3,employed,51
3602,59643,Jeju,8754.0,4,male,1953,4,1,religious,910,1,employed,65
3603,59657,Jeju,1808.0,1,male,1964,5,3,non-religious,873,1,employed,54
3604,59659,Seoul,1329.0,1,male,1991,7,5,non-religious,0,0,prepare_to_apply_job,27
3605,59661,Jeju,6522.0,1,male,1989,5,5,non-religious,274,1,employed,29
3606,59662,Jeju,2640.0,1,female,1968,5,3,religious,441,4,employed,50
3607,59676,Jeju,2352.0,3,female,1973,5,3,non-religious,922,2,employed,45
3608,59690,Jeju,8658.0,4,male,1966,7,1,religious,441,1,employed,52
3609,59723,Jeju,663.0,2,male,1935,3,1,non-religious,0,0,not_capable,83
